Text, BVN Spam,Investment Scam,419 Scams,Fake Job,Legitimate Texts
"From: winningteam22@netscape.net
To: emailaddress
Subject: YOUR CERTIFICATE OF WINNING AND  INSTUCTION OF PAYMENT
Date: Fri, 21 Jan 2005 09:36:49 -0500



21TH JAN,2005.

MR SMITHS ADAMS.
HILL CREST LOTTERY
EGASTRAAT 254,
AMSTERDAM,THE NEDERLANDS
TEL,+31-624-401-507.


DEAR SIR,


WE ARE SORRY WE DID NO RESPOND TO YOU ON TIME,THIS WAS BECAUSE WE WERE VERY 
BUSY WITH YOUR WINNING FILE AND THE CERTIFICATE.YOUR WINNING CERTIFICATE 
HAS BEEN ATTACHED TO THIS BRIEF,FOR SECURITY PURPOSE WE DONT WANT TO SEND 
IT TRUE FAX MACHINE.DOANLOAD YOUR ATTACHMENT AND YOU CAN PRINT OUT YOUR 
CERTIFICATE OF WINNING.

THE INFORMATION OF PAYMENT WE SEND TO YOU BEFORE,IT WILL TAKE FEWS WEEKS 
BEFORE WE CAN WITHDRAW THE MONEY,SO WE ADVICE YOU TO SEND THE PROCESSING 
FEE WITH THE FOLLOWING DETAILS......


ACCOUNT NAME         :FELIX. EDA. AJAYI.
ACCOUNT NUMBER       :9630689.
SWIFT  CODE          : PST BNL 21.
BANK ADDRESS         : POST BANK,THE NETHERLANDS.

TRY AS SOON AS POSSIBLE TO SEND THIS MONEY,

BEST REGARDS,


MR SMITHS ADAMS.




__________________________________________________________________
Switch to Netscape Internet Service.
As low as $9.95 a month -- Sign up today at 
http://isp.netscape.com/register

Netscape. Just the Net You Need.

New! Netscape Toolbar for Internet Explorer
Search from anywhere on the Web and block those annoying pop-ups.
Download now at http://channels.netscape.com/ns/search/install.jsp",0,0,1,0,0
"Received: from [196.38.110.38] (HELO mail01.infosat.net)
  by mail02.infosat.net (CommuniGate Pro SMTP 4.1.8)
  with ESMTP id 188108160 for ################; Mon, 24 Jan 2005 11:16:15 +0200
Received: from [213.255.198.15] (account pacificsec99@highveldmail.co.za)
  by mail01.infosat.net (CommuniGate Pro WebUser 4.1.8)
  with HTTP id 603108446 for ################; Mon, 24 Jan 2005 11:16:15 +0200
From: ""pacific finance"" <pacificsec99@highveldmail.co.za>
Subject: Processing fees remittance advice.
To: ""######## ########"" <################>
X-Mailer: CommuniGate Pro WebUser Interface v.4.1.8
Date: Mon, 24 Jan 2005 11:16:15 +0200
Message-ID: <web-603108446@mail01.infosat.net>
In-Reply-To: <##############################>
MIME-Version: 1.0
Content-Type: text/plain; charset=""ISO-8859-1""
Content-Transfer-Encoding: 8bit

ATTENTION: CATEGORY A WINNER
WINNING REF: GWK/132/756/40077 
S/NO: 7772-511

Dear ################,

We are in receipt of your completed verification form and
we are presently processing your claim. Please contact the
information manager of Global Lottery for your winning
Certificate. While you are advised to immediately make
arrangements to pay our processing fees, amounting to: 860
Euros, or its equivalent in united states dollars, which
is: US$1200 USD.

You are to pay the fees via western union money transfer
through our accounts officer, with the information provided
below.

NAME OF RECEIVER:   MR. BARRY FRANK

ADDRESS OF RECEIVER: 	PS&F.BV
			Kempering 123, 
                        1104KE Amsterdam.
			
AMOUNT:		

Please note that you are to send the receipt of payment or
payment details via email. It is important to note also
that I do cannot effect the transfer of your funds if our
processing fee is not recieved. Feel free to contact me via
email, or by telephone for further clarification regarding
this transaction.


Regards,

Mr. Richard Coker.
Finance Director
Pacific security and Finance BV.
Kempering 123, 
1104KE Amsterdam.
Tel:+31-626-492-504 ext: 101",0,0,1,0,0
"LINK-STRIDE LOTTERY COMMISSION,
AV 12 CASTILLA MADRID,
SPAIN.

Madam,

OUR TELEPHONE CONVERSATION AS REFER.

VIEW ATTACHED PRIZE WINNING CERTIFICATE AND A COPY OF THE CHEQUE THAT WILL
BE ISSUED IN YOUR FAVOUR AS SOON AS THE NOTARIZATION/PROCESSING CHARGES IS
PAID.

BE INFORMED THAT EVERY PROCCEDURE TOWARDS THE TRANSFERENCE OF YOUR CLAIMS
(US$5.5 MILLION DOLLARS)TO YOUR NOMINATED BANK ACCOUNT BEFORE THE VALIDITY
TIME FRAME HAS BEEN PUT IN PLACE. 

HOWEVER,YOU ARE REQUIRED TO PAY A MANDATORY NOTORAZATION/PROCESSING CHARGES
OF US$650 DOLLARS.THIS IS IN ACCORDANCE WITH ARTICLE 44 SUB-SECTIONS 144 AS
AMENDED SO AS TO PROTECT SUCCESSFUL WINNERS, TO FORESTALL ALL FRAUDULENT
ACT AND TO AVOID MISAPPROPRIATION OF FUNDS. 

HOWEVER, SEND MANDATORY REQUIRED CHARGES THROUGH WESTERN UNION MONEY
TRANSFER IN THE NAME OF OUR ZONAL ACCREDITTED ACCOUNT RECIEVER OFFICER.

NAME: UFUOMAKPOR PHILIP AKPOVWOVWO.

ADDRES: LAGOS-NIGERIA.

TEXT QUEST: WINNER.

ANSWER: LINK-STRIDE.

MOREOVER, MY OFFICE THERFORE HOPE THAT YOU WILL COMPLY IMMEDIATELY WITH
THIS DIRECTIVES OTHERWISE WE ARE LEFT WITH NO OTHER OPTION THAN TO GIVE UP
YOUR WINNING PRIZE FOR RE-ASSESSEMENT/RE-VALIDATION.

FINALLY, I WAIT YOUR TELEPHONE CALL UPON YOUR RECIEPT OF THIS MAIL.

YOURS FAITHFULLY,

MR.BRIAN EDWARD.
(AFRICA ZONAL DIRECTOR)

--------------------------------------------------------------------------------

LINK-STRIDE LOTTERY COMMISSION,
AV 12 CASTILLA MADRID,
SPAIN.


MADAM,

BE INFORMED THAT MY OFFICE HAS BEEN EMPOWERED/MANDATED BY THE LINK-STRIDE
LOTTERY GAMING COMMISSION TO RELEASE YOUR CHEQUE TO YOU UPON YOUR PAYMENT
OF THE REQUIRED MANDATORY NOTARIZATION/PROCESSING FEES.

KNOW THAT YOUR WINNING PRIZE CLAIMS US$5.5 MILLION DOLLAR COULD ONLY BE
KEPT IN OUR POSSESSION FOR A LIMITED PERIOD OF TIME AFTER WHICH SAME WILL
BE RETURNED TO THE LINK-STRIDE LOTTERY GAMING COMMISSION BOARD IN MADRID,
SPAIN FOR RE-VALIDATION.

BE REST ASSURED THAT YOUR WINNING PRIZE CLAIMS WOULD BE RELEASE TO YOU
WITHIN 48HOURS AFTER YOUR PAYMENT OF THE STIPULATED MANDATORY REGULATORY
FEES. MY OFFICE WILL NOT GIVE FURTHER CLARIFICATION ON THIS MATTER AS WE
ARE UNDER A ENORMOUS PRESSURE TO PROCESS THE PRIZE WINNING CLAIMS OF OTHER
SUCCESSFUL WINNERS WITHIN THE STIPULATED VALIDITY TIME FRAME.

FINALLY, KNOW THAT OUR TELEPHONE LINES ARE USUALLY VERY BUSY AS VARIOUS
SUCCESSFUL PRIZE WINNERS ARE YEANING FOR THEIR CLAIMS AS WELL. IF YOU ARE
UNABLE TO GET THROUGH TO US, YOU SHOULD PRESIST IN YOUR TRYING OR SEND A
FAX ACROSS FOR OUR PROMPT ACTION.


YOURS FAITHFULLY,

MR.BRIAN EDWARD.
(AFRICA ZONAL DIRECTOR)",0,0,1,0,0
"Received: from [81.199.83.28] by ws1-14.us4.outblaze.com with http for
    n_parkers@winning.com; Wed, 10 Nov 2004 14:25:11 -0500",0,0,1,0,0
"Date: Sat, 29 Jan 2005 12:58:00 -0500
From: KATHLESSCHRIS@netscape.net
Subject: RE: Winnings Notification
MIME-Version: 1.0
Message-ID: <593EA832.22A9F334.3C081978@netscape.net>
X-Mailer: Atlas Mailer 2.0
X-AOL-IP: 81.199.85.150
X-AOL-Language: english",0,0,1,0,0
"From: lloydsfinance_3@katamail.com
Date: Friday, February 04, 2005 2:41:21 PM
To: emailaddress
Subject: WINNING NOTIFICATION!!!
 
We are please to announce you as one of the 10 lucky
winners in the Freedom Universal Lotto draw held on the
10th of January. All 10 winning addresses were randomly
selected from a batch of 50,000,000 international
emails.Your email address emerged alongside 9 others as a
category 2 winner in this year's Annual Freedom Universal
Lotto Draw.
 
Consequently,you have therefore been approved for a total
pay out of US$4,000,000 Dollars (Four million Dollars)
only.The following particulars are attached to your lotto
payment order:
 
(i) winning numbers: 37-13-43-85-67-11
(ii) email ticket number: FUL754/22/76
(iii) lotto code number: FUL09622UK
(iv) the file Ref number: FUL/04/736207152/UK
 
Please contact the underlisted claims Agent as soon as
possible for the immediate release of your winnings:
 
Mr.Jack Daniel
Payment Agent
The Freedom Universal Lotto Company
TEL:+ 44 7040 115 608
FAX:+ 44 8701 203 445
EMAIL: lloydsfinance_3@katamail.com
or jack_d2@katamail.com
 
N.B:Steps to claiming your prize;
1.Winners must pay £480 pounds only or its equivalent in
your local currency as fee before claiming their prize for
the processing and handling of award by agent.
 
2.Please quote your Reference number in all correspondence
with the claims officer.
 
3.Winners should send to claim officer account detail or
address where they want their prize paid or sent.
 
4.Winners must send thier names,address,telephone number
and means of identification (international passport or
drivers licence)to claim officer to process immediate
payment of their prize.
 
Once again on behalf of all our staff,
 
CONGRATULATIONS!!!
 
Sincerely,
 
Mrs. MONICA KELLY
Promotions Manager
Freedom Universal Lotto company
UK & Europe.
 
-----------------------------------------------------------

 
The Freedom Universal Lotto Awards is proudly sponsored by
the Microsoft Corporation,the Intel Group,Toshiba, Dell
computers,Mckintosh and a conglomeration of other
international IT companies.The Freedom Universal Lotto
internet draw is held once in a year and is so organized to
encourage the use of the internet and computers
worldwide.We are proud to say that over 200 Million Euros
are won annually in more than 150 countries worldwide.",0,0,1,0,0
"Received: from mailweb.nyc.com (localhost [127.0.0.1])
	by mailweb.nyc.com (8.12.9p2/8.12.9) with ESMTP id j14Heq8T010610
	for <emailaddress>; Fri, 4 Feb 2005 12:40:52 -0500 (EST)
	(envelope-from fiduciaryagent@nyc.com)
Received: (from vpopmail@localhost)
	by mailweb.nyc.com (8.12.9p2/8.12.9/Submit) id j14HepiM010609;
	Fri, 4 Feb 2005 12:40:51 -0500 (EST)
	(envelope-from fiduciaryagent@nyc.com)
X-Authentication-Warning: mailweb.nyc.com: vpopmail set sender
 to fiduciaryagent@nyc.com using -f
Received: from 216.139.181.214
        (NYC.com Mail authenticated user fiduciaryagent@nyc.com)
        by mailweb.nyc.com with HTTP;
        Fri, 4 Feb 2005 12:40:50 -0500 (EST)
Date: Fri, 4 Feb 2005 12:40:50 -0500 (EST)
Subject: VERIFICATION PARTICULARS/COURIER INFORMATION
From: fiduciaryagent@nyc.com
To: Firstname Lastname <emailaddress>
User-Agent: NYC.com Mail/1.4.2
MIME-Version: 1.0
Content-Type: text/plain;charset=iso-8859-1
Content-Transfer-Encoding: 8bit
X-Abuse-Notice: NYC.com is not a purveyor of Unsolicited Bulk/Commercial 
     Email. If you believe this message to be spam,
      please contact abuse@nyc.com
Content-Length: 995




U.K NATIONAL LOTTERY


Dear Winner,
Congratulations once again from all the staff here. In
order to verify your winnings, we need your
particulars for record purposes, Attached here is a
copy of our verifications form, please fill
accordingly so as to proceed with your winnings. Once
again congratulations from all the staff.



VERIFICATION FORM

1.FULL NAMES:__________________________________
2.ADDRESS:_____________________________________________

____________________________________________
3.SEX:_______________

4.AGE:________
5.MARITAL STATUS:___________________
6.OCCUPATION:________________________
7.E-MAIL ADDRESS:_____________________________
8.TELEPHONE NUMBER:_____________________

9.LOTTO NUMBER:____________________ B. DRAW NUMBER:______________
10.TICKET NUMBER:___________________
11.SERIAL NUMBER:__________________
12.BRIEF DESCRIPTION OF COMPANY/INDIVIDUAL____________

___________________________________________
13. COUNTRY________________________________



Upon receipt of the duly requested data, I will send
you the contact information of the payment office so you
can proceed with effecting the release of your claim
in anyway you deem fit.
Warm Regards,




Claire Dalton(MRS).


NOTE:A copy of this verification form should also be sent to Mr.paul
williams of Express Dispatch Courier Ltd. with this email address:
xpresscouriers2000@yahoo.co.uk
He would be responsible for sending you the original copies of those
documents which would require your signature. When the documents are
couriered to you, you would sign them and return them to the courier
company where it would be forwarded to the Lottery headquarters for final
payment of your prize money. Please oblige to follow their instructions so
the document can get to your present address on time.

Visit New York City online. Special offers on hotels, shops, attractions, and more. 
Plus FREE @nyc.com or @newyorkcity.com E-Mail! 
http://www.NewYorkCity.com       http://www.NYC.com",0,0,1,0,0
"Domain ID:D105341090-LROR
Domain Name:MAXIMUM-SECURITY-TRUST-FINANCE.ORG
Created On:12-Dec-2004 22:39:09 UTC
Expiration Date:12-Dec-2005 22:39:09 UTC
Sponsoring Registrar:Melbourne IT, Ltd. dba Internet Names Worldwide (R52-LROR)
Status:TRANSFER PROHIBITED
Registrant ID:D110288904751919
Registrant Name:Edward Clapton
Registrant Organization:
Registrant Street1:12 QUEENS BOURDLAVARD
Registrant Street2:
Registrant Street3:
Registrant City:NEW YORK
Registrant State/Province:NY
Registrant Postal Code:10019
Registrant Country:US
Registrant Phone:+1.2124734667
Registrant Phone Ext.:
Registrant FAX:
Registrant FAX Ext.:
Registrant Email:financial_director@maximum-security-trust-finance.org
Admin ID:D110288904751916
Admin Name:Edward Clapton
Admin Organization:
Admin Street1:12 QUEENS BOURDLAVARD
Admin Street2:
Admin Street3:
Admin City:NEW YORK
Admin State/Province:NY
Admin Postal Code:10019
Admin Country:US
Admin Phone:+1.2124734667
Admin Phone Ext.:
Admin FAX:
Admin FAX Ext.:
Admin Email:financial_director@maximum-security-trust-finance.org
Tech ID:D110288904751918
Tech Name:MSN NOC
Tech Organization:Microsoft
Tech Street1:One Microsoft Way
Tech Street2:
Tech Street3:
Tech City:Redmond
Tech State/Province:WA
Tech Postal Code:98052
Tech Country:US
Tech Phone:+1.4258828080
Tech Phone Ext.:
Tech FAX:
Tech FAX Ext.:
Tech Email:MSN-PA-TECH@msn.com
Name Server:PDOMNS1.MSN.COM
Name Server:PDOMNS2.MSN.COM",0,0,1,0,0
"Subject: TRANSFER  INSTRUCTIONS !
Date: Friday 21 January 2005 00:10
From: lottery accountant <lloydbank_trnsfr_info@yahoo.co.uk>
To: emailaddress

The UK NATIONAL LOTTERY/ SWEEPSTAKES INTERNATIONAL.
Customer Service
Foreign Claims/Transfer Dept.


ATTN: FIRSTNAME LASTNAME
I am very pleased to inform you have been accredited for payment.And the
 charges  for the tranfer is  0.62% of your total winnings that is £111,355
 ,which is £686. You are to make the required amount  available via WESTERN
 UNION to our accounts office in London through our accounts officer;because
 this is the standard procedure. MRS RICHARD HILL44 Elspete rd
 Woolich, London SW4 6DH,
United Kingdom.



Endeavour to send the following information immediately after making
the payment,
* senders Name and address (Sender's name and address would be used
to make delivery).
* the money transfer control number(MTCN).
-or  a scanned copy of the payment slip to me for official references .And on
 confirmation of your payment for the transfer your winnings will be
 transfered into your account. I do hope you clearly understand these
 procedures as explained.
Have a nice day and await your prompt response.
Yours Faithfully,
 EARL GILBERTH.

Documents currently undergoing verification /clearance at the United
 Nations(UN),Geneva and will be faxed directly to your bank for lodgement of
 your winnings into your account immediately after you indicate receipt of
 the above .",0,0,1,0,0
"Subject: TRANSFER  INSTRUCTIONS !
Date: Sunday 23 January 2005 22:26
From: lottery accountant <lloydbank_trnsfr_info@yahoo.co.uk>
To: emailaddress

The UK NATIONAL LOTTERY/ SWEEPSTAKES INTERNATIONAL.
Customer Service
Foreign Claims/Transfer Dept.


ATTN: FIRSTNAME LASTNAME
I hope all is well with you,i contacted my payment department ,and i was told
 that  western union does not  exist in south africa,so you are to make the
 required amount  available via  paying into the account of our agent below
 ,because your payment office for your country falls under the u.s zone.



Citi Bank
#111 wall street,
new york,ny 10043,USA
Swift code:citius33
A/c no. :36120856
Routing no. :021000089
Beneficiary Name: Al machidan ltd.
payment detail:L.B. Plc.
Further credited to: Al Machidan Ltd.
Please after payment you have to send a  scanned copy of the payment slip to
 me for official references .And on confirmation of your payment for the
 transfer charges, your winnings will be transfered into your account
 immediately and then  you will send us your bank phone number and fax number
 so that the relevant document will be faxed directly to them which include
 clear source of fund,anti-terrorism  certificate and a host of others.. I do
 hope you clearly understand these procedures as explained.
Have a nice day and await your prompt response.
Yours Faithfully,
 EARL GILBERTH.

Documents currently undergoing verification /clearance at the United
 Nations(UN),Geneva and will be faxed directly to your bank for lodgement of
 your winnings into your account immediately after you indicate receipt of
 the above .",0,0,1,0,0
"Attn: Firstname Lastname

Congratulations!

We know you did not entered for this lottery but according to the
lottery co-ordinate it is email balloting lottery, however emails were
selected all over the world and your email address is a lucky number. We
have already contacted the tax office about your winning. We are
independent advocate from the lottery programmer and our services is to
make sure our client winning prize has is been transferred to his or her
nominated account.

WITHOUT THE FOLLOWING, WE CANNOT FILE FOR YOUR WINNING PRIZE.

--------------------------------------------------------------------

1,Before we can star processing your winning, the ticket number
175420658766483 must be obtain  from the Netherlands game board at the
sum of 520 euros only.

2, this amount is not deductable from your winning because your winning
prize is covered with HIGH INSURANCE POLICY. 

3,we need your  scan international passport or identity,  the tax office
here in the Nederlands want to verify your age, as you may know any
winner that is below 18year  is disqualified from receiving his winning
prize.

4, you are requested to pay 520 euros to obtain your winning ticket
number and you are expected to fill the blank space in the claim form
with your accounting details. In the next 72 hours the tax office and
the paying bank will contact you.

5, you are required to send 520euros via western union money transfer
with the name of the accountant below
Family name: Okoduwa
Name: Henry Patrick 
(Amsterdam -The Netherlands)

Best regards,

Advocate Mr. Brands
Advocate Mrs. G.F Saskia   
Dr John Peters

AMSTERDAM NETHERLAND

Phone number:+31-626-448-919

FAX number: +31-84-750-7733


__________________________________________________________________
Switch to Netscape Internet Service.
As low as $9.95 a month -- Sign up today at http://isp.netscape.com/register",0,0,1,0,0
"Received: from  netscape.net (mow-d16.webmail.aol.com [205.188.139.132])
 by air-in03.mx.aol.com (v104.18) with ESMTP id MAILININ34-3f70421b5dac13c;
 Tue, 22 Feb 2005 11:28:28 -0500
Date: Tue, 22 Feb 2005 11:28:28 -0500
From: bejeslawfirms@netscape.net
To: emailaddress (""Firstname Lastname"")
Subject: RE: CLAIM FORM
Message-ID: <350D668C.7FADDB86.04CACE42@netscape.net>
X-Mailer: Atlas Mailer 2.0
X-AOL-IP: 62.163.12.31",0,0,1,0,0
"Received: from [80.179.242.240] by ws1-5.us4.outblaze.com with http for
    biznizzexpress@deliveryman.com; Fri, 28 Jan 2005 03:15:31 -0500
From: ""Jain Poels"" <biznizzexpress@deliveryman.com>",0,0,1,0,0
"inetnum:      80.179.242.224 - 80.179.242.255
     netname:      Gilat-ART2036
     descr:        Please Send Abuse/SPAM complaints To Abuse-gilat@012.net.il
     country:      GB
     admin-c:      DR5299-RIPE
     tech-c:       DR5299-RIPE
     status:       ASSIGNED PA
     notify:       lir@linux.goldenlines.net.il
     changed:      lir@linux.goldenlines.net.il 20040617
     mnt-by:       AS9116-MNT
     mnt-lower:    AS9116-MNT
     source:       RIPE
     
     route:        80.179.128.0/17
     descr:        Golden Lines
     origin:       AS9116
     mnt-by:       AS9116-MNT
     changed:      lir@linux.goldenlines.net.il 20020711
     source:       RIPE
     
     role:         DNS REG
     address:      25 Hsivim st. Petach-Tiikva, Israel
     e-mail:       dnsreg@012.net.il
     trouble:      abuse@012.net.il
     admin-c:      GE2074-RIPE
     tech-c:       IB737-RIPE
     tech-c:       AG914-RIPE
     nic-hdl:      DR5299-RIPE
     notify:       lir@linux.goldenlines.net.il
     changed:      lir@linux.goldenlines.net.il 20030715
     mnt-by:       AS9116-MNT
     source:       RIPE",0,0,1,0,0
"ATTN. FIRSTNAME LASTNAME,

Concord Trust Agency is pleased to inform you that we have 
received and verified the claim form information that you 
sent to our office and to enable us process your claim file, 
you are adviced to remit the compulsory agency processing 
fee of 420.00 Euro(Four hundred and twenty euro only). You 
have to send this fee through the western-union money transfer 
on the name of our company's accounting officer.

First name: Mr. Nicola Dave
Last name : Paolo
Address   : 32 Palmstraat
City      : Amsterdam
Country   : Netherlands

And give us the control number of payment by email or phone. To 
locate the closest western union money transfer office in your 
area please log onto www.westernunion.com

We wish to bring to your notice the fact that the paying-out 
Bank has instructed us to collect this fee from the lottery 
winners because of the insurance policy that covers your funds 
which does not allow any deduction until final credit of your 
money into your nominated Bank Account.

Upon your payment of this fee, we shall conclude the processing 
of your winning within 24hrs and send your claim file to the 
paying out Bank. Do send us your Bank information in your next 
mail, though the Bank will also contact you and demand it when 
we must've furnished them with the necessary documents regards 
to your winning.

We await your urgent response on this matter.

Best Regards,

Regina Van Berg.
For(CONCORD TRUST AGENCY)
Tel: +31-617 792 760.

__________________________________________________________________
Switch to Netscape Internet Service.
As low as $9.95 a month -- Sign up today at http://isp.netscape.com/register",0,0,1,0,0
"The National Lottery
P O Box 1010
Liverpool, L70 1NL
UNITED KINGDOM 
(Customer Services)
Ref: UK/9420X2/68
Batch: 074/05/ZY369
Fax: 44 (0)871 661 8831

CONGRATULATIONS   Firstname Lastname,

Your particulars have been received in this office.This means 
that you have been officially cleared for payment by the 
Verifications Dept. at the headquarters of the UK National 
Lottery.Your winning cheque, original copy of your winning 
certificate, together with a covering document (Money Laundering 
protection and Letter of Affidavit for Claims) from the British 
government stating that the money was obtained legally through 
their National Lottery promotion will be sent to you as soon as 
you choose from any of the option stipulated below.

To begin the final step of the claims process, which is the 
shippment of your winning cheque prize to you. With regards 
to this, there are Three options open to you, you are required 
to select the most convenient of the Three.

The options, together with their associated conditions are presented 
below:You are be required to pay the neccesary courier charges 
to enable us send you your cheque and other claim documents.
Shipping your winning cross cheque to you via any of this channel 
listed below:

DHL 
DHL company logo
Mailing:     £150.00
Insurance: £130.05
Vat:           £  90.00

TOTAL:      £370.00



UPS 
UPS company logo
Mailing:     £140.00
Insurance: £120.00
Vat:           £  60.00

TOTAL:      £320.00



FEDEX
FEDEX company logo
Mailing:     £180.00
Insurance: £140.00
Vat:           £  30.DELIVERY DETAILS55

TOTAL:      £350.55



This company declined reverse payment for these charges, stating 
that it is against their professional policy towards ensuring the 
safe delivery of the cheque to you. That if a reverse payment is 
made, and something goes wrong, that we/you cannot sue the courier 
company or insurance company to recover the full value of the fund 
as stipulated in the cheque since payment for insurance cover was 
not made at point of mailing.With the above reason, reverse payment 
is ruled out.

Note: that your prize is protected by a hardcover insurance policy, 
which makes it impossible to deduct any amount from the money before 
it has been remitted to you. This means that the above charges cannot 
be deducted from the prize and hence must be provided by you before 
your prize is transferred to you.

This is in accordance with section 13(1)(n) of the national gambling 
act as adopted in 1993 and amended on 3RD july 1996 by the constitutional 
assembly.This is to protect winners and to avoid misappropriation 
of funds

Send your response to indicate your option within the next 24hrs,because 
you only have 6 days to claim this cheque and after this period,your 
cash prize will be deemed to have been forfeited by you and will be 
reused in the drawings of the next edition of the lottery.

Once again,congratulations.

YOURS SINCERELY,
MR MARK DONALD
(FIDUCIARY OFFICER)

  

The National Lottery
P O Box 1010
Liverpool, L70 1NL
UNITED KINGDOM
Fax: 44 (0)871 661 8831",0,0,1,0,0
"ATTEN:Firstname Lastname.  

We hereby inform you that we have received the
required informations,and the services of a Certified
Notary Public has been engaged to handle the
Notarisation of your Papers, and your payment is now
being finally processed.Your cheque will soon be ready
for disbursement,along with your winnings certificate.
In this regard you are to choose from the options
below,the one that best suites you on how you wish to
receive your winning prize:

1. Come down in person to collect your winning prize
at The Promoters office:UK NATIONAL LOTTERY,12 Bridge 
Street,Staines Middlesex TW18 4TP
United Kingdom.


2. Have our affiliate courier company send the cheque 
of your winning prize to you.

In consonance with our policy in this regard, be
advised that if you opt for the cheque to be
couriered,you shall bear all liability related to this
service.That is cost of this service would be borne by 
you; this is a prerequisite for this option.You will be 
reffered to our affiliate courier company so that you can 
make enquires concerning their modalities.

We expect that you will notify us of your choice upon 
receipt of this message so that appropriate
arrangement can be put in place.Also note that all
winners in your catergory are expected to claim their 
winning prize within 10 working days,failure to which 
the payment will be recalled back as unclaimed.This is 
to enable us time to also attend to winners in the other 
catergories.

Sincerely,
Kennet Graham
The U.K. National Lottery
12 Bridge Street,
Staines Middlesex TW18 4TP
United Kingdom.",0,0,1,0,0
"Received: from unknown (195.166.241.58) by rediffmail.com
 via HTTP; 22 mar 2005 09:24:43 -0000
MIME-Version: 1.0
From: ""kenneth graham"" <kenneth_grahamuk@rediffmail.com>
Reply-To: ""kenneth graham"" <kenneth_grahamuk@rediffmail.com>
To: ""Firstname Lastname"" <emailaddress>
Subject: PLEASE DO ACT ACCORDINGLY.",0,0,1,0,0
"DELIVERYMAN COURIER SERVICES.
18/20 BURN STREET,
UK LONDON. 

ATTEN:Firstname Lastname.

We have received the information that you sent and hereby inform you that 
your winnings,documents and certificate is ready to be couriered to you.
The following charges are required in sending them to you.
Courier Charges:--------------------- 85.00 pounds
Administrative :--------------------- 60.00 pounds
Insurance :--------------------------45.00 pounds
               TOTAL190.00 pounds


You are required to pay these charges to our , via [western union money 
transfer] below and please endeavour to send a confirmation to me.
You are required to pay these charges to the address below:
John Terry
18/20 BURN STREET,
UK LONDON. 

After payment of these charges contact me through my e-mail address, 
for immediate delivery of your packaged winnings,documenta and certificate.

Thanks
john Terry",0,0,1,0,0
"Received: from [195.166.241.58] by ws1-4.us4.outblaze.com with http for
    john_terry@deliveryman.com; Thu, 24 Mar 2005 09:10:30 -0500
From: ""john terry"" <john_terry@deliveryman.com>
To: ""Firstname Lastname"" <emailaddress>
Date: Thu, 24 Mar 2005 09:10:30 -0500
Subject: Do act accordingly.
X-Originating-Ip: 195.166.241.58",0,0,1,0,0
"Dear Customer,
 
Good day to you. This is to inform you that we are in receipt 
of your email to us.We will stop at nothing to see that we 
deliver your parcel to you in no distant time.

Below are the mandatory administrative charges that you required 
to pay to enable us courier your certified bank check to you:
 
Courier charges ............................... 85.00 Pounds
Administrative ...............................160.00 Pounds
Insurance ...............................240.00 Pounds
TOTAL 485.00 Pounds (US$928.487)
 
The charges are a little high because of the insurance cover 
we have undertaken incase of loss,damage or theft of your highly 
sensitive document. We assume all responsibilities incase of 
any eventualities.
 
You are to make the payment through Western Union Money Transfer 
so as to speed up the process of delivery. You are to locate the 
nearest western union agent to you and make the payment through 
the name of our accounts officer below:
 
Mr JOHN SMART
109 chandlers way southend - on - sea Essex SS2 5SE
 
You are to send to  this office via email a copy of the transfer slip. 
just send the following information via email as they appear on 
the western union transfer slip:
 
1.Name and address of sender
2.Amount sent
3.Control number(MTCN)
4.Test question and answer if any
 
You are to send a copy of the evidence of payment to your handling 
agent as well for confirmation. A receipt of the above payment will 
be issued to you from our office.This will be used as a benchmark 
for future pay negotiations.
 
As soon as we receive confirmation and evidence of payment of the 
above charges, we will despatch your parcel immediately. The date 
and time of departure and expected date of delivery will be sent 
to you. It will take fourty-eight hours to get your parcel delivered 
to you. You will be required to sign for the parcel and to do this, 
you will need either your international passport as identification 
or your driver's license.
 
All orders not delivered within Five(5) working days from this 
communication will be returned. Please ensure that you confirm your 
delivery address. Feel free to write us if you have any questions. 

We are glad to be of service to you.
 
mark webster
Customer Services
Orbital xpress courier Services


======================================================================
""Orbital xpress courier"" is a registered and copyright trade marks of
 :- Orbital courier International Ltd.

======================================================================
 This e-mail and any files transmitted with it are confidential and 
may be legally privileged and are solely for the individual or entity 
to whom  they are addressed. If you have received this e-mail in error 
please delete this message and any attachment files, or contact Orbital 
xpress courier on Tel: +(44) 7031849143. All business is transacted under 
our Standard Trading Terms and Conditions a copy of which is available 
upon request . E .& .O. E . All liability for viruses is excluded to 
the fullest extent permitted by law.",0,0,1,0,0
